lesson,content
76,Jana a Dana dnes odjela na kole. Lenka seno do lesa nedala. Jan nenajde jelena nad les. Sokol klesne. Jeden den na kole do Kladna.
77,Lenka dnes nedala seno a Jana odjela na kole do lesa. Dana nejedla. Jan jelena nenajde. Sokol se snesl nad les a klesne. Kladna.
78,Dana se lekla jelena nad lesa. Jana dnes odjela na kole do Kladna. Lenka nedala seno. Jan nejedl a Sokol klesne nad koleje.
79,Jana nedala seno do lesa a Dana dnes odjela na kole. Lenka nejedla. Jan se lekl jelena. Sokol nad les klesne. Jeden den do Kladna.
80,Kladka dnes ale jde jen nedokonale. Sosna a jedle. Snad kajak neklesne. Alenka dnes neosedlala osla Neklana.
81,To ta ten tak sto tol test stol kot. Tak a tak. Ten stol. Sto a jeden. Let. Tok. Teta Stela to dodala. Tonda stonal.
82,Standa a Tonda dnes stonala. Teta Lenka to nedodala. Tak to ten den dodejte. Test stojka a sto let. Dejte to do kostela.
83,Tonda to nedodal a teta Lenka dnes stonala. Standa dodal stojka do kostela. Tak to jen ten den. Sokol se ale nestalo.
84,Teta Lenka stonala a Tonda to nedodal. Standa dejte to do kostela. Tak se to ale nestalo. Ten test je na stojka. Sokol dnes.
85,Standa Lotos to nedodal. Teta Lenka stonala. Dejte to do kostela. Tonda Sokol dnes ale o sedle nejednal. Tak se to ale nestalo.
86,Tonda a Standa to dnes nedodal. Teta Lenka stonala. Tak to ale nejde. Dejte to do kostela. Sokol nejednal o test. Let jet.
87,Standa Kostka dnes stonal a teta Lenka to nedodala. Tak to ale ten den nejde. Tonda dodal stojka do kostela. Sokol je na test.
88,Teta Lenka to dnes nedodala a Tonda stonal. Standa to tak ale nejednal. Dejte ten test do kostela. Sokol dnes jet nestalo.
89,Tak to ale nejde. Standa a Tonda dnes stonal. Teta Lenka nedodala stojka. Dejte to do kostela. Sokol ten den nejednal. Sto let.
90,Tak nejednejte. Standa Kostka stonal. Takto jednejte. Dodej atol. Dodejte do Kladna jeden sedan. Stela se jelena nelekala.
91,Tonda dnes to nedodal a Standa stonal. Teta Lenka ale dejte to do kostela. Tak se to nestalo. Sokol ten den o sedle nejednal.
92,Standa a Tonda to dnes nedodal. Tak to ten den ale nejde. Teta Lenka stonala. Dejte stojka do kostela. Sokol nejednal o test.
93,Tak to ale dnes nejde a Tonda stonal. Standa to nedodal. Teta Lenka dejte to do kostela. Sokol ten den nejednal. Sto jet nestalo.
94,Teta Lenka dnes stonala a Tonda to nedodal. Standa ale nejednal. Tak dejte ten test do kostela. Sokol se nestalo. Sto let jet.
95,To je ale na konto Neklana. Led netaje. Snad neklesnete. To je stojka na test. Do lesa jste dnes ale nedal dostatek jetele a sena.
96,Ani lid ani lis. Loni do kina. Jitka a Diana to dali. Ani dnes. Lid a jistota. Kino loni. Lis. Jitka ani Diana to nedodali.
97,Jitka a Diana loni odjeli do kina. Ten statistik to ani dnes nedodal. Ani lid ani lis. Diletant to dali do Kladna. Jistota.
98,Jitka ani Diana dnes do kina neodjeli. Ten statistik loni data nedodal. Ani do ledna to Tonda nedodal. Lid a lis. Jistota.
99,Diana a Jitka loni odjeli do kina. Ani ten statistik to dnes nedodal. Teta Lenka stonala. Lid ani lis. Diletant. Do ledna jistota.
100,Ten statistik loni nedojednal ani data. A ani do ledna to Jitka nedodala. Teta Diana dnes stonala. Odjeli do kina.
