lesson,content
520,"Na stole prý měla dvě velké hromádky nevyřízené korespondence. Na paní Lérovou není rozumné nějak stoprocentně spoléhat. Máme velké, ale také pořádně svéhlavé dítě. Tabulky spotřeby materiálu byly velmi přehledné."
521,"Na poradě se rozhodlo o přidělení nových bytových jednotek pro zaměstnance. V městském kulturním středisku bylo hezké představení, diváci byli spokojeni. Koncem roku se bude konat zasedání o novém právním předpise."
522,"V létě si zařizovali malé venkovské sídlo, u kterého měli také kousek zahrádky. Pochvalovali si, jaké klidné stáří jim děti připravily. V té prodejně Uměleckých řemesel nabízeli pěkné, bohatě vyřezávané kolébky."
523,"Správní rada projednávala plán na následné období, museli obstarat prostředky na nový rozvoj. Okolní kopce a lesy nabízely skvělé cesty pro turisty. Hezké letní dny pomalu míjely, ale nálada byla stále příjemná."
524,"Ve středu k nám přijeli přátelé z Hradce Králové, ale byli tu jen krátce. Bětka přijala zaměstnání v jedné velké brněnské lékárně. Nemalé problémy nám odpadnou, jakmile zavedeme nový pořádek ve druhé výstupní kontrole."
525,"Před domem stály krásné lípy, které kvetly v období jara. Hospodářské výsledky za poslední období potvrdily, jak nové metody řízení opravdu pomáhaly. V celé republice se na podzim konaly volby do městských zastupitelstev."
526,"Mnohé liberecké podniky uzavřely koncem září výhodné smlouvy s cizinou. Bude-li v neděli hezky, zajedeme se podívat k sestřenici Petře do Hradce Králové. Postoupí-li Věra Nová mezi posledních osm, má naději na výhru."
527,"Celý den probíhaly na radnici porady o novém plánu. Podle hrubého odhadu se zásoby materiálu na stavbě brzy spotřebují, proto je nutné jednat. Jakmile se oteplí, práce na nové přístavbě se opět rozběhnou."
528,"V řeckořímském zápase vyhrál napřed městské přebory, potom se dokonce stal vítězem přeboru krajského a asi za měsíc - bude-li to ale schopen zvládnout termínově - by měl odletět na mistrovství republiky do Prahy."
529,"Hezké letní dny pomalu míjely, ale v celém kraji byla nálada velmi dobrá. Celá tato zpráva o provozu musí být předána novému vedení závodu do konce měsíce. Po délce tratě se táhly lánové pruhy polí a luk."
530,"Je-li Jan ve skocích opravdu tak slabý, nemá v pětiboji naději na umístění mezi předními. V prosinci přijel do Bratislavy na tři zápasy kanadsko-americký hokejový výběr. Objednává tři propan-butanové láhve."
531,"Přejeme-li si opravdu pokrok, musíme se na to lépe připravit. Technicko-ekonomické hodnocení celé stavby proběhlo v pondělí na poradě. Je-li třeba objednat nový materiál, prosíme o zaslání objednávky co nejdříve."
532,V Moskvě probíhalo desáté kolo rusko-amerických jednání o zákazu nukleárních zbraní. Z nástěnky se na nás usmívá letec-kosmonaut Titov. Soupeř dnes k zápasu nastoupil v hnědo-bílých dresech.
533,"Dohodneme-li se na termínu dodávek, uzavřeme smlouvu. Opravíme-li to do konce roku, vyhneme se novým penále. Rakousko-uherské dědictví je stále patrné v architektuře mnoha staveb. Přípravné práce na hale stále probíhaly."
534,"Podpoříme-li snahu vedení podniku o naplnění plánu před termínem, jistě to i pro nás bude znamenat nemalé prémie. Ztrouchnivělý strop nad chlévem to nesnesl - a milý bratr se propadl stropem do chléva."
535,"Podíváme-li se na to objektivně, zjistíme, jak nové předpisy odpovídají potřebám moderního hospodářství. Technicko-provozní rada probrala hlavní návrhy na změny v provozu. Celé odpoledne bylo věnováno diskusi."
536,"Závazky za IV. kvartál splníme. Přejete-li si to opravdu, rádi se k vám vrátíme. Smlouvu uzavřeme, zkrátíte-li tři dodací termíny. Postavíte-li se novému vývoji věcí na odpor, budete překonáni."
537,"Rozhodne-li vedení o nových investicích, přestavbu dohotovíme do konce roku. Na technicko-provozní poradě se hovořilo hlavně o modernizaci celé výrobní linky. Jan přijel z Bratislavy, kde měl dvě pracovní porady."
538,"Dualistická monarchie Rakousko-Uhersko vznikla z bývalého Rakouského císařství. Napomínáte-li nás i za takové malichernosti, zařídíme se podle toho, ale mějte na paměti, abyste vy sami dávali dobrý příklad."
539,"Podaří-li se nám přemluvit celé vedení, nové technicko-ekonomické plány lze realizovat velmi brzy. V létě jsme na stavbě pracovali dvanáct hodin denně, aby se to stihlo. Materiálu bylo na stavbě dost."
540,"Rozhodl jsem se - řekl diplomat později mezi novináři - v zájmu rychlého pokroku v jednání slovní napadení neopětovat. Chcete-li psát s málo chybami, měli byste se - zejména po chybě - co nejlépe soustředit."
541,"Dorazí-li ten přípis do konce tohoto měsíce, ihned zařídíme to potřebné. Polsko-moravské hospodářské vztahy se rozvíjejí velmi dobře - obě strany projevují velký zájem o spolupráci. Přemluvil celý kolektiv."
542,"Zítra budou tento problém projednávat na technicko-ekonomické radě, někdy kolem druhé hodiny. Vyhrajeme-li, hned si koupíme nové auto. Chytal ryby a ulovil - rýmu. Připravuje-li se ke startu, nesmí se nechat rozptýlit."
543,"Celý plán bylo nutné přepracovat - podmínky se od minulého roku zásadně změnily. Bude-li příjemný den, zajedeme si na výlet. Nové slovo v celé této věci bude mít právní oddělení. Výsledky byly opravdu nadmíru dobré."
544,"V přestávce hokejového utkání vysílala televize pěkné záběry z Alma-Aty. V sále bylo - podle odhadu předsedy - sto lidí. Není-li ochoten spokojit se s poměrně skromnými poměry, musí prostě lépe pracovat, aby více vydělal."
545,"Obchodně-technická spolupráce obou stran se v posledním roce poměrně prohloubila. Pozveme-li k jednání i právníky, dosáhneme dobrých podmínek. Ve středu se konala porada - měli jsme projednat plán od prvního bodu."
546,"Plánují-li se předem tak nepochopitelně obrovské ztráty, není samozřejmě problém vykazovat pořád poměrně dobré hospodářské výsledky. Představoval si to takové docela jednoduché - a přece to nakonec dopadlo docela jinak."
547,"Stavební i strojírenské podniky se podílejí na projektech v oblasti dopravní techniky. Rozhodneme-li se pro nový postup, uspořme nemalé prostředky. Celé jednání vedl nový předseda správní rady závodu."
548,"Ostravsko-karvinský revír prodává na burze nové série akcií. Budou-li nám sousedé ochotni pohlídat malou dcerku, rádi se u vás zastavíme. Celníci na rakousko-italských hranicích zabavili v pátek opět velkou zásilku heroinu."
549,"Na poradě se rozhodlo o přídělu materiálu pro moravsko-slezský podnik. Dohotovíme-li přestavbu do konce roku, uspořme hodně prostředky. Středisko přepravy - dopravní podnik zajistil to potřebné pro vývoz do Polska."
550,"Překladatel si koupil tři výborné německo-ruské slovníky, které byly před krátkou dobou vydány. Přidáme-li do kroku, třeba vlak do Moravské Třebové chytíme. Poskytnete-li nám i nyní sousedskou pomoc, bohatě se vám odměníme."
