lesson,content
371,Květoslav a Karel jednali o návrhu plánu celou hodinu. Správní oddělení města právě zahájilo novou práci. Posádka se pustila do opravy silnice. Helena si koupila krásnou vázu na trhu. Stále máme málo materiálu.
372,Práce v domácnosti paní Devátou v posledních dnech stále více namáhá. Sledoval televizní seriál Zpívá celá rodina. Dělá na tom od pátku podle návrhu mistra Nováka. Máme ale stále málo materiálu pro splnění plánu.
373,Miroslav právě dodělal celou zprávu o stavu silnic. Zásilka másla z Kolína dorazila v pondělí. Správce dal návrh na opravu dálnice do Prostějova. Dana si koupila salát na trhu. Jednání stále trvalo od pátku.
374,Hynek měl na starosti správu města od května. Karel právě podával zprávu o dodávkách. Celá posádka se pustila do práce v kasárnách. Helena koupila krásnou vázu. Plán na opravu silnic se stále protahoval.
375,Správkárna aut právě zahájila provoz v Klánovicích. Dalimír podával zprávu o zásilce materiálu. Milan měl na starosti celou správu plánu. Dana si koupila máslo a salát na trhu. Práce stále více rostla.
376,Studentkám dali málo práce. Měly vyklízet zámeckou knihovnu. Náměstek podává rozsáhlou zprávu k návrhu plánu práce. Dana Zátopková získala v Helsinkách zlatou medaili. Chtěli svoje názory rozhodně uhájit.
377,Karel právě dostal zásilku materiálu z Prostějova. Správce podával zprávu o stavu dálnice. Posádka v kasárnách se pustila do oprav od pátku. Květoslav měl na starosti celou správu. Helena koupila vázu na trhu.
378,Dalimír a Milan jednali o plánu opravy silnic v Kolíně. Zásilka másla dorazila v pondělí. Správní oddělení právě zahájilo novou práci. Dana si koupila salát na trhu. Stále máme málo materiálu na splnění.
379,Hynek právě dodělal opravu dálnice do města. Celá posádka stále pilně pracovala v kasárnách. Správce podával zprávu o dodávkách. Karel měl na starosti jednání o návrhu. Helena koupila máslo a krásnou vázu.
380,Věra právě dostala celou zásilku z Klánovicích. Jednání o plánu se protáhlo do května. Správkárna aut zahájila provoz v Kolíně. Karel podával zprávu o stavu materiálu. Posádka se pustila do opravy silnice.
381,Miroslav měl na starosti dodávky do Prostějova od pátku. Správce právě dal návrh na modernizaci města. Dana a Helena koupily na trhu salát. Správní oddělení jednalo o plánu. Zásilka materiálu stále vázla.
382,Kamil právě dodělal práci na správě dodávek v Kolíně. Jednání o návrhu plánu se protáhlo do května. Helena si koupila krásnou vázu na trhu. Posádka v kasárnách stále pilně pracovala. Máme stále málo másla.
383,Maturant právě odpovídá na poslední otázku. Ledabyle zodpověděl obě otázky bez ztráty bodu. Schvalování plánu se protáhlo o dva měsíce. V pátek odpoledne máme hrát házenou. Malá Bětka je hrozně bázlivá.
384,Lubomír a Boris vyběhli brzy na kopec blízko vesnice. Obě budovy v Kolíně se stavěly od soboty. Bětka právě dostala obálku od Heleny. Správce podával zprávu o stavbě. Borci brzy dodělali celou práci na dálnici.
385,Stavba budovy blízko Prostějova se protáhla do soboty. Obě zásilky materiálu dorazily brzy. Lubomír nabral houby na louce v neděli. Bětka si koupila salát na trhu. Borci vyběhli do kopce brzy a byli spokojeni.
386,Bára právě dostala zprávu od Lubomíra z Kolína. Obě posádky se brzy pustily do stavby budovy. Boris vyběhl na kopec blízko vesnice. Správce podával zprávu o stavu. Bětka koupila máslo a salát na trhu v sobotu.
387,Obě budovy blízko města stavěli brzy od pondělí. Lubomír si nabral do bot plno písku na dvorku. Borci vyběhli do kopce nad vesnicí. Bětka dostala obálku s návrhem od Heleny. Stavba se stále protahovala.
388,Boris a Lubomír brzy dodělali práci na stavbě budovy. Obě zásilky dorazily v sobotu do Kolína. Bětka si koupila vázu na trhu. Borci vyběhli na kopec blízko dálnice. Správce podával zprávu o dodávkách materiálu.
389,Západní městskou branou se dávno nejezdí. Obě republiky znovu obnovily obchodní styk. Seznámil se s ní v době pobytu v nemocnici. Nechal si vybudovat obrovskou hrobku. Za dvě hodiny nasbíral pěknou hromádku hub.
390,Lubomír brzy dodělal stavbu budovy blízko Prostějova. Obě posádky se pustily do práce v sobotu. Bětka dostala obálku od Borise. Karel podával celou zprávu o stavu. Borci vyběhli na kopec nad vesnicí v neděli.
391,Obě budovy v Kolíně stavěli od pondělí do soboty. Boris nabral houby na louce blízko vesnice. Bětka si brzy koupila salát a máslo na trhu. Lubomír měl na starosti správu dodávek. Stavba se stále protahovala.
392,Bára právě dostala celou zásilku materiálu z Prostějova. Obě posádky se brzy pustily do oprav budovy. Lubomír si nabral do bot plno sněhu. Boris vyběhl na kopec nad vesnicí. Bětka koupila vázu na trhu v sobotu.
393,Správce budovy právě podával zprávu o stavu stavby v Kolíně. Obě zásilky dorazily brzy v sobotu. Boris a Lubomír nabírali houby na louce. Bětka dostala obálku od Heleny. Borci vyběhli na kopec blízko dálnice.
394,Stavba obou budov blízko Prostějova se protáhla do soboty. Lubomír brzy dodělal celou práci na opravách. Boris si nabral do bot plno písku. Bětka koupila salát a máslo. Borci vyběhli na kopec nad vesnicí.
395,V sobotu a v neděli se Bětce nikdy nechtělo tak brzy vstávat. Celou noc burácely blízko vesnice hromy. Oba borci vyběhli do kopce pěknou rychlostí. Lubomír si tam nabral do bot plno písku.
396,Boris právě dodělal stavbu budovy blízko Kolína. Obě posádky se brzy pustily do práce v kasárnách. Lubomír nabral houby na louce v neděli. Bětka si koupila krásnou vázu na trhu. Zásilka dorazila v sobotu.
397,Obě budovy blízko města stavěli od pondělí brzy ráno. Lubomír a Boris vyběhli na kopec nad vesnicí. Bětka právě dostala obálku od Heleny. Správce podával zprávu o stavu dodávek. Práce na stavbě stále rostla.
398,Bára brzy dodělala práci na správě budovy v Prostějově. Obě zásilky materiálu dorazily v sobotu. Boris nabral houby na louce. Lubomír si nabral do bot plno písku. Borci vyběhli na kopec blízko dálnice brzy.
399,Stavba budovy v Kolíně se protáhla do soboty. Obě posádky se brzy pustily do oprav. Boris a Lubomír nabírali houby na louce blízko vesnice. Bětka si koupila salát na trhu. Karel podával zprávu o dodávkách.
400,Lubomír brzy dodělal opravu obou budov blízko Prostějova. Boris vyběhl na kopec nad vesnicí v neděli. Bětka právě dostala celou zásilku od Heleny. Borci se pustili do práce. Správce podával zprávu o stavu stavby.
