lesson,content
411,Výstavba nových bytových jednotek se zahájila v listopadu. Starý most u Kolína dostal novou opravu. Výborný výsledek práce byl pro celý tým odměnou. Dobrý výkon sportovní jednotky v závodě hodnotili kladně.
412,V listopadu se městský dopravní výbor zabýval výstavbou podzemní dráhy. Teprve nyní prý rozeznává i jednotlivá písmena nápisu. V Klánovicích zahájila práci nová správkárna aut. Jednání se jim protáhlo do pátku.
413,Nový bytový blok stál na kopci nad městem. Správce podal výhodný návrh na opravu silnic v obci. Vysoký pán v brýlích si objednal salám a chleba. Výborný sportovní výkon hodnotili kladně. Jednání trvalo celý den.
414,Bývalý správce nastoupil do práce v pondělí hned od rána. Výrazný pokrok ve výrobě materiálu byl patrný. Karel si zakoupil nový oblek ve velkoobchodě. Výborný týden práce na stavbě dodal jim odvahu. Slavomír podával zprávu.
415,Paní Válková se chtěla trochu podívat po městě. Zástupce OSN zastával poněkud jinou taktiku. Slávek denně dochází deset km do zaměstnání. V tom výklenku visí krásný obraz z kolekce pro výstavu Domu umění.
416,Významný badatel objednal nový bytový prospekt z Kolína. Mladí pracovníci odvedli na stavbě výbornou práci. Výhodný nákup materiálu pomohl závodu splnit plán. Starý klobouk sundal a pozdravil. Nový výkon byl chvályhodný.
417,Světová rada míru vydala v květnu výzvu proti vývoji nových zbraní. Na východním konci lesa se prý ve válce skrývali mnozí partyzáni. Výrobna mistra Hýmuny má výrazný podíl na výborných výsledcích.
418,Výzkum nových metod dal celý tým do pohybu. Pracovníci výrobního závodu dostali výborný výsledek. Starý mlýn u potoka stále pomáhal celou vesnici. Letos měli výrazně výhodný obchod. Správce byl spokojen a podával zprávu.
419,Pan Výmola si objednal nový materiál pro výstavbu domu. Výbor se v tomto týdnu zabýval výsledky práce v celým kraji. Dělníci na dvorku seděli a bavili se do noci. Bývalý správce budovy podával zprávu o stavu výroby.
420,Schvalování plánu se opět protáhlo asi o dva měsíce. Máme ale stále málo materiálu pro splnění nových zakázek. Tím výrazně aktivizuje boj za svět bez válek. Pan Výmola vyjednává urychlení výstavby nových výrobních hal.
421,Nový výstavní sál byl slavnostně zahájen v listopadu. Výborná snídaně s máslem a medem jim dodala sílu. Celá posádka nastoupila s novou odvahou. Vysoký strom na dvorku vrhal stín. Výhodný obchod se jim vyplatil.
422,Republikový výbor se nyní zabývá otázkou zaměstnanosti ve výzkumu. Právě vyvěsili bílý prapor. Tu novou umývárnu si dělníci na stavbě vybudovali po pracovní době. Ten pán s brýlemi je prý bývalý vojenský poradce USA.
423,Výrobní závod splnil plán na letní období výborným výkonem. Starý most dostal opravu a nová výstavba se zatím nemohla zahájit. Na týdenní poradě hodnotili výsledky práce za celý minulý rok. Vysoký dub stál na kopci.
424,Výzkumní pracovníci publikovali nový objev v oboru stavebnictví. Správce výstavního areálu měl výborný plán na nový rok. Minulý týden se v obci konala slavnost. Bývalý starosta podával zprávu o stavu výstavby. Měli práci.
425,Hledali v klubovní knihovně nějakou publikaci z oblasti stavebnictví. Tady by nás mohla zachránit jedině snad nějaká dobrá víla. Výrok pana Mývala lze hodnotit jako pouhý zlomyslný výmysl. Měli jsme výborný oběd.
426,Nový bytový blok v centru města se výborně hodil do okolní zástavby. Minulý týden se na výstavě setkali bývalí spolupracovníci. Správce výrobního skladu podal výhodný návrh na novou dodávku. Slavomír pracoval od rána.
427,Dobrovolnou prací se na stavbě vybudovalo dílo v hodnotě asi sto tisíc korun. Pracovníci vedení Bytostavu probírali bilanci stavebních hmot. Bojová jednotka ubránila oba objekty za obcí. Brodil se po kotníky blátem.
428,Výhodný vývoj stavební výroby pomohl splnit nový plán. Vysoký kopec za vesnicí byl pokrytý hustým lesem. Starý hrad na kopci je výborným cílem pro nedělní výlet. Bývalý správce podal zprávu o stavu výroby za celý minulý rok.
429,Výborný výsledek byl odměnou pro celý kolektiv. Na výstavě umění bylo vidět krásná díla. Správce města podal výhodný plán na opravu silnic za výrazně nízkou cenu. Pracovníci pracovali celý den a podávali zprávy o stavu.
430,K obědu si vzal jen chleba se salámem a cibulí. Bohumír dnes měl velice dobrou náladu. Byli si oba vzájemně dost podobní. O správnosti tohoto tvrzení lze mít pochybnosti. Zabývali se novými plánky výstavního areálu.
431,Výstavba kulturní budovy v centru města minulý rok postoupila. Výbor schválil nový nákup pro výrobní halu. Starý park za mostem měl být brzy obnoven. Výborný výkon na závodech hodnotili kladně. Slavomír psal zprávu.
432,Tryskový stav se stal výhodným vývozním artiklem. Vyhodnocovali výchovný dopad nových metod výuky. S výsledkem práce tohoto týdne byli spokojeni. Iniciativa pana Jakuba Balbína měla výrazný dopad na splnění výroby.
433,Starý most na kopci se musel nahradit novým. Výborný návrh pana Výmoly pomohl obci v rozvoji. Pracovníci závodu hodnotili výrazný pokrok ve stavební výrobě. Bývalý správce odcházel v klidu. Slavomír podával novou zprávu.
434,Bytová výstavba v tomto kraji dostala výhodný plán rozvoje v listopadu. Vysoký strom na náměstí stál jako stará památka. Výzkumný tým dal výborný výsledek za pouhý jeden rok. Nový výstavní sál pomáhal obci a celým okolím.
435,Byla nutná výměna nosných konstrukcí. Děti dnes měly výbornou snídani. Ten chrabrý bojovník by měl být nepochybně nějak vyznamenán. Jeho dobrý vítězný výkon znamenal nový osobní rekord. Stal se z něho dobrovolný dárce krve.
436,Nový závod za městem dal práci mnoha lidem z okolí. Výrazný pokles dodávek materiálu byl patrný od listopadu. Správce výstavby podal výhodný návrh na opravu. Výborná práce mladých pomohla splnit celý plán za minulý rok.
437,Zástupci výrobního závodu udělali výhodný nákup materiálu ve velkoobchodě. Asi za týden ten cestopisný román vrátila do knihovny. Dorostenec Holý vyhrál výborným výkonem nad celým výhledovým výběrem reprezentace země.
438,Bývalý sportovní správce se vrátil do města po mnoha dnech v cizině. Výstavba v obci výrazně postoupila za poslední rok. Správce závodu podal výhodný návrh na nákup stavebního materiálu. Vysoký kopec svítil do dálky.
439,Výborný výkon v závodech motivoval celou posádku. Výzkum nových stavebních metod dal výhodný výsledek. Nový bytový blok na kraji města byl hotov v listopadu. Starý park zdobila krásná alej. Pracovníci podávali zprávu.
440,Výsev obilí prý v některých okresech výrazně zaostává. Letos bude opět naplněn záměr výstavby nových bytových jednotek. To je jistě chvályhodný výrok. V tom obchodě prý minulý týden prodávali pravý holandský sýr.
441,Celý výrobní závod pracoval na splnění plánu výrazně pilně. Nový výstavní prostor pomohl obci v rozvoji kulturní práce. Starý správce odcházel do penze po mnoha letech. Vysoký strom stál na kopci. Porada trvala celý den.
442,Na domovní vývěsce se objevil výpis z volebního seznamu. Na krátký pobyt k nám do města zavítal významný badatel z USA. Pravděpodobně se jedná o výborný vynález. Koupil si rudý svetr a výrazně pruhovanou kravatu.
443,Minulý výborný výkon na celostátním závodě jim dodal jistotu a odvahu. Výstavba za městem postoupila výrazným tempem. Správce skladu podal výhodný návrh na dodávku materiálu. Nový týden jim zahájila dobrá zpráva od vedení.
444,Výrazný pokrok ve výzkumu nových stavebních metod jim dal novou odvahu. Starý správce odcházel do penze po mnoha letech práce. Vysoký komín továrny za městem byl viditelný od silnic. Celá posádka nastoupila hned v pondělí.
445,"Dokud se na to náměstek Záruba necítil zdravotně, nechtěl ani letecky do Vídně cestovat. Chvíli seděli na zahradě, ale povídat se jim moc nechtělo. Dostal na vánoce svetr, rukavice, hnědý klobouk a několik pěkných knih."
446,"Výborný nový výstavní sál pomáhal obci, konaly se v tom prostoru slavnostní akce. Milan a Slavomír pracovali na stavbě, stavbu dodělali do pátku. Starý most za městem, minulý týden opravený, stál nyní pevně jako nový."
447,Ve výklenku visí nový krásný obraz z kolekce pro výstavu Domu umění. Na východním konci toho lesa se prý ve válce skrývali mnozí partyzáni. Světová rada míru vydala v květnu novou výzvu proti vývoji nových zbraní.
448,"Správce podal výhodný návrh, který pomohl obci a dal impuls pro výstavbu. Výrazný pokrok ve výrobě, o tom jednali na poradě, motivoval celý kolektiv. Nový výstavní prostor byl slavnostně zahájen v listopadu. Pracovali."
449,"Starý kostel na kopci za vesnicí, pokrytý mechem, lákal mnoho lidí z okolí. Výborná snídaně s máslem, medem a teplým chlebem dodala sílu do práce. Vysoký pán v brýlích odcházel v pondělí z města do Kolína."
450,"Stále tápali za svitu měsíce, svítání mělo nastat teprve za dvě hodiny. Pokud bude nový výstavní sál kolaudován, má se v něm za týden otevírat krásná umělecká výstava skla, keramiky a plastiky ve stavebnictví."
