lesson,content
283,Zuzana si koupila víno v Rakovníku. Zkoumal zdravotní stav místních studujících. Zítra se zastavím u Lídy. Slavomír Polívka odjel do Znojma. Zajímavou historickou knihu získali z knihovny. Zdraví si upevním sportem.
284,Zajíc zmizel v zelí za zahradou. Zikmund studoval v Praze sedm let cizí jazyky. Zítra se zastavím u Zuzany. Zdraví si upevním turistikou. Zkoumal zdravotní stav studujících. V deset hodin zavíral domovník hlavní vchod.
285,Chytila ji trochu pozdní lítost. Revizorka dala pokladníkovi citelnou pokutu. Zdraví si upevním sportem a turistikou. Zkoumal zdravotní stav studujících. Zítra se zastavím u Lídy a vyzvednu tam její novou povídku.
286,Zlatník pozlacoval kalichy za nemocnicí. Zdena se uzdraví asi za dva dny. Vyznamenaní pracovníci získali zajímavou knihu z knihovny. V autoservisu zakoupil kapalinu. Zuzana posílala pozdravy do Znojma. V síni viselo zrcadlo.
287,Zikmund a Zuzana studovali v Praze cizí jazyky. Zítra se zastavím u Lídy a vyzvednu povídku. Zdraví si upevním sportem a turistikou. Zkoumal zdravotní stav místních. Zlatník tam pozlacoval kalichy. Zahrada je za domem.
288,Zajíc rychle zmizel v zelí. Jako hlavní atrakci kouzelník Zmíral roztrhl provaz a za sekundu ho zase ukazoval vcelku. Cvach v posledních dnech zapomínal zamykat na noc hlavní vchod. Zahradníkovi zase zmrzlo zelí.
289,Zajíc rychle zmizel v zelí za zahradou. Kouzelník roztrhl provaz a za chvíli ho zase ukazoval vcelku. V posledních dnech Zdena zapomínala zavírat hlavní vchod domu. Zuzana si koupila zrcadlo. Zmrzlo jí zelí.
290,Zuzana a Honza vylezli na vysokou jedli. Rozprava o dopravní situaci vstoupila do rozhodující etapy. Zajatec zapíral do poslední chvíle. Zkoumal zdravotní stav. Zítra se zastavím u Lídy. Zlatník pozlacoval kalichy.
291,Zuzana se nachladila. Honza vylezl na vysokou jedli. Rozprava o dopravní situaci vstoupila do rozhodující etapy. Pracovníci Kvítek a Nuzík se do Terezína dostaví v zastoupení podniku. Zajatec zapíral do poslední chvíle.
292,Zdena se uzdraví za dva dny. Zlatník pozlacoval v dílnu kalichy. Vyznamenaní pracovníci získali z místní knihovny zajímavou historickou knihu. Zuzana posílala pozdravy do Znojma. V síni na stole viselo zrcadlo.
293,Vlak tady zastaví jenom na chvíli. Zuzana zpívala koledy. Cestovatel zde zaznamenal první stopy civilizace. Zkoumal zdravotní stav studujících. Za nemocnicí je zahrada pro pacienty. Zdraví posílím sportem a turistikou.
294,Zdena se uzdraví asi za dva dny. Zlatník pozlacoval kalichy. Vyznamenaní pracovníci získali z knihovny pana Zavírala zajímavou historickou knihu. V autoservisu jsem zakoupil nemrznoucí kapalinu. V síni viselo zrcadlo.
295,Vyznamenaní pracovníci odjeli na hory. Myslivci zívali nudou. V hutnictví zavedli novou mzdovou soustavu. Lovci zpozorovali za vsí více ovcí. Zuzana posílala pozdravy do Znojma. Zajatec zapíral do poslední chvíle.
296,Za nemocnicí je zahrada pro pacienty. Vlak tady zastaví jenom na chvíli. Dívky zpívaly koledy. Cestovatel zde zaznamenal první stopy civilizace. Velmi kritickou recenzi taky napsala na onu slavnou divadelní hru.
297,Zikmund studoval cizí jazyky celkem sedm let. Zastavím se zítra u Lídy a vyzvednu její povídku. Zdraví si upevním sportem a turistikou. Zuzana zpívala koledy se Zdenou. Zlatník pozlacoval kalichy. Zmrzlo zelí.
298,Vyznamenaní pracovníci dnes odjeli na hory. Myslivci zívali nudou. V rezortu hutnictví tedy zavedli novou mzdovou soustavu. Lovci zpozorovali za vsí více ovcí. Zuzana posílala pozdravy do Znojma.
299,Soused Zezulka se nyní po letech vrací z ciziny. Zuzana si na rekreaci odvezla zavazadla. Sedm prvních cizích lodí zpozorovala cestovatelka. Zajatec zapíral do chvíle. Zkoumal zdravotní stav místních studujících.
300,Terezka si na letní rekreaci zase odvezla spoustu zavazadel. Soused Zezulka se nyní po letech vrací z ciziny. Sedm prvních cizích lodí cestovatelka zpozorovala na horizontu.
