lesson,content
220,Policista prohledal i celou hospodu. Johanovu povahu asi nepochopil nikdo. Hodila si do kakaa sacharin. Dohodu asi ani nehodlali respektovat. Starou plechovku odhodil na odpad. Princip pohonu pochopil teprve dnes.
221,Chlapec vhodil svou vestu do skrine. Hodne hostu se vracelo do hotelu. Pochvalil si hodne tu polevku. Hradni strace se hnal do kancelare. Pohled na horu ho uchvatil. Prohledali celou restauraci. Hoch si pohodlne sedl.
222,Hoste si pochvalovali ten hotel. Hotel na Hlavni ulici je opravdu honosnou chlouvou. Chlapci dostali hodne jidla na Hrade. Hostitelka si pohodlne usedla ke stolu. Helena pochvalovala hovor. Kohout na dvorku kokrhal.
223,Hledali cestu do Prachatic. Na Hradecku si postavil chatu. Hladina Hronu klesala od prosince. Hovor se protahoval. Pojedl tu huspeninu s houskou. Na svahu u lesa roste plno hluchavek. Odjela natankovat do Tuchlovic.
224,Tu hloupost si chlapec hned uvedl na pravou hodnotu. Hovor se odehral v chodci. Hodne schopnosti projevil ten student. Helena dnes odjela do Hlohovce. Pohlednice od Hanke doracila v pondeli. Hoch na hodine recitoval.
225,Holandsko je podivuhodne. Pohled na horu uchvatil celou skupinu. Chlapci si na Hrade dali kakao. Na hristi se honili. Na chodce si hodne pohoveli. Pochvalou Helena hodne potesila. Hanka hledala vestu v hotelu. Hluk ustal.
226,Prohlasil to nahlas a odchodil pric. Chodci postali na ulici. Jednatel se dohodl na dalsi hospodarstvi s tou hospodou. Ten hoch je opravdu neohrocene povahou. Nic nehodlal dale prohlasovat. Hoste sli do hostince na polevku.
227,Doposud pracoval jen v hale. Hanka nic nedojedla. Unaven si ulehl na pohovku a spal. Hostitelka dlouho houslistovi tleskala. Helena pracovala v hotelu Hron dlouho jako hosteska.
228,Teprve po hodine se hoste konecne dohodli. Pohled na horu ho uchvatil. Hrnecek si chlapci schovali do skrinke. Na Hlavni ulici chlapci honili kohouta. Pochvalu dostal hned prvni den na hodine. Hluk ustal.
229,Hloupost si nehodlal nechat jen tak. Na hodech se hoch najedl. Pohled na Hron ho uklidnil. Chlapci se hrnuli ke kreslu v hotelu. Hostinskou kuchni prosel do sine. Helena ho hodne pochvalovala. Hoste odchod neodkladali.
230,Tyto kroky je ale nutno do detailu projednat. Vyspravila si troje kalhoty. Tuto kyvadlovou dopravu je nutno urychliti. Trochu vody propustilo koryto potoka i letos na konci listopadu.
231,Synovec si vyskocil na kopec a hned kynul. Tyto vysledky jsou opravdu skvele. Hynek dnes vypracoval ten navrh. Poryvy vetru jsou stale silne. Tyhle stroje si vyskouseli. Rychle plynuly dny a noci. Tyto hodiny jsou nove.
232,Vysoko na kopci stoji hrad. Vynos tohoto roku je vynikajici. Tyto hodiny jsou stare. Kdykoliv to chtel vyresit. Ty pravidla platila od ledna. Tyhle kalhoty si vyspravila. Hynek vyhledal tu novou krytinu. Hry skoncily.
233,Pacientky pilulky nepolykaly. Na svahu vytryskly proudy vody. Tyto projevy vyvolaly jen nesouhlas a neshody. Ty sestry se jen tak snadno nevylekaly. Hynek nastupoval do vlaku na Karlovy Vary.
234,Synovec si vyhledal noru vysoko na strance. Hynkovi se ten typ auta hodne povedl. Tyto vysledky vyvolaly neshody. Vy jste se nikdy nevydali do Holandska. V pokoji stoji postel. Kohoutek v kuchyni porad kape. Dny plynuly.
235,Vysoke kopce tu jsou vsude. Novy typ krytiny splnil ty podklady. Synovec si vysel na horu. Hynkovy vysledky jsou vynikajici. Rychle plynuly dny. Tyhle hry se tu hraly klidne. Tyto kopretiny kvetou vysoko na louce.
236,Tyto eventuality pak tedy soused Syka v pohovoru takticky vynechal. Podle statistiky se tady tyto druhy dosud nevyskytovaly. Varianty jsou tedy stanoveny. Dyje se ale pokryla silnou vrstvou ledu.
237,Hodiny opravil a odnesl je. Hynkovy dluhy se kupily. Vy jste ty dostihy nesledovali. Vyplatilo se to vyresit. Krystaly rostou rychle. Stryc si koupil novy typ kytary. Vyslech trval. Synovec vylepoval plakaty na kopci.
238,Ty druhy potravin jsou vystaveny na pultu. Vytvorili vyhodne podklady pro tu stavku. Synovec si pohodlne vysedl na lavici. Hodinu trvalo vyhlaseni. Vynikajici vysledky studenti predvedli. Tyto hry plynuly rychle.
239,Rys uhonil sysla. Dny a noci rychle plynuly. Vypracovali postupy pro plynulou evidenci. Hodiny odnesl do opravy. U cesty na Rokycany pracovalo velkorypadlo. Vydry ihned odplavaly po proudu do strouhy.
240,Hovory o vystavce plynuly rychle. Stryc si vyskocil na kopec a kynul. Hynek dnes vylepoval plakaty. Potok u Vysociny tece i v noci. Poryvy se opakovaly celou noc. Tyto vysledky cekaly na posoudeni. Kopretiny kvetou.
241,Tyto vyhledy jsou krasne. Pokyny pro vystavku jsou hotovy. Na kopci roste jediny vysoky strojek. Synovec je na prochsce se stryci. Hodiny tikaly v pokoji. Vysoko se tyci hrad. Ty kalhoty si vyspravila. Hry skoncily.
242,Ty studentky psaly dost rychle na stroji. Podkovy na kopytech klepaly kostky silnice. Teprve po kolaudaci vyplynula nutnost opravy krovu. Tento druh krytiny nevyhovuje. Na dva dny si vyjel do Prahy.
243,Hynkovy vysledky jsou skvele. Ty kalhoty si vyspravila. Konvice stoji na stole. Synovec i se stryci vyjeli na Vysocinu. Studenti psali test celou hodinu. Na ty hry si pockejte. Dny plynuly rychle. Novy typ je tu.
244,Na tyto druhy ovoce je nutno ihned poskytnout slevu. Pes Rek tady asi vystopoval rysa. Na louce kvetly kopretiny. Synovec chytil na udici dva kapry. Milan potom odjel autem na Moravu. Vyrovnala synovcovy dluhy.
245,Ty rychle kyvadlove vlaky jedou na Vysocinu. Synovec si vykopal studnu. Stryc Hynek vyhledal tu novou krytinu. Dny tu plynuly klidne. Kopretiny na louce kvetou. Vy jste to ten den nevyresili. Vyslech trval hodinu.
246,Pokyny od Krystyny jsou presne. Vyhled na vysoke hory je krasny. Tyto vysledky se nedaji poprit. Stryc Hynek odjel na vystavy. Synovec dnes vyhravel dostihy. Tyto kopretiny kvetou. Hodiny plynuly opravdu rychle.
247,Moucha si sedla na mucholapku. Mistr modeloval mramorovou plaketu. Kolem pramice se mihli dva sumci. Pokyvoval hlavou. Promluvili jsme potom o tom s Dalimilovou matkou. Valdemar mi dnes pomohl odmontovat umyvadlo.
248,Diplomat potom odjel do Moskvy. Miroslav uklidil celou mistnost. Na modelu je videt ten styl. Matka mu uvarila doma polevku. Mimo to se vyskytly dve poruchy motoru. Sportovci meli mapu. Mouchy se mihly vsude kolem.
249,Mosty je tu nutno opravit a odmontovat. Miroslav dnes mluvil s mistrem na mostku. Museli se pokusit vytvorit ten model. Na postovni stanici jsme museli cekat. Moucha mu sedla na ruku. Mam jeste mnoho prace v dome.
250,Poslanci Parlamentu schvalovali novou smlouvu s Rumunskem. Vadnou Simcu reklamoval u Mototechny. V tom sporu mu nikdo nemohl pomoci. Projektanti metra odcestovali vlakem do Moskvy. Kolem domu chodil vytrvale kamelot.
