lesson,content
474,"Přítel Jiří přinesl tři knihy, chtěl si je přes víkend prostudovat. Hovořili o příběhu řemeslníka, který vyráběl krásná díla. Před třídou stál nový správce, dorazil se představit v pondělí hned od rána."
475,"Jakmile opraváři vyrovnali hřídel, motor se mohl opět rozběhnout. Tyto výsledky práce nás přece nepřekvapily, jak správně řekl přítel Jiří Jeřicha. Cítí se daleko zdravěji od chvíle, kdy přestal kouřit."
476,"Ředitel přistoupil k pultu, aby přednesl zprávu o stavu výroby. Tři kamarádi hovořili o příběhu, co se odehrál před lety v říjnu. Přes řeku vedl starý dřevěný most, přestavěný minulý rok řemeslníky z Kolína."
477,"Dobře jsme věděli, jak se to dá pěkně vyřídit. Výstavka byla otevřena přes dva týdny, ale lidí, kteří sem přicházeli, přibývalo den ze dne. Nepochybně to bylo výsledkem přípravy, kterou řídil třetí předseda."
478,"Přítel Ondřej hovořil o několika knihách, co prostudoval přes prázdniny. Ředitel přikázal, aby řádně přestavěli celou halu před říjnem. Před stavbou se konala přehlídka, představili tam výrobky z místního závodu."
479,"Přes kopec vedly tři stezky, po nich chodívali řemeslníci do města. Hovořili o přípravách na říjnovou výstavu, ta se měla konat v sále. Tři příběhy z historie kraje překvapily i předsedu místního výboru na poradě."
480,"Byl by hřích, kdyby ty tři břízy nyní chtěl někdo kácet. Pořad se jí nelíbil, ale setrvala ukázněně s celou třídou i po hlavní přestávce. Do ředitelny přizval i písařku, aby hned přepsala překlad smlouvy."
481,"Kamarádi z Kolína hovořili o několika příbězích, prostudovali je přes prázdniny. Ředitel řídil celý provoz přísně, ale choval se spravedlivě ke svým lidem. Před říjnem přestavěli starý most přes řeku v obci."
482,"Pokud bude výstavní sál kolaudován, má se v něm za týden otevírat umělecká výstava skla, keramiky a plastiky ve stavebnictví. Stále tápali za svitu Měsíce, svítání mělo nastat teprve za dvě hodiny."
483,"Přítel Jiří přinesl tři řezaná díla, přidal je k dárku pro ředitelku závodu. V říjnu hovořili o přípravách na přestavbu kulturní budovy v centru. Před třídou přednesl předseda zprávu, ta překvapila celou posádku."
484,"Přes celý rok pracovali na přestavbě dílny, aby stihli říjnový termín. Ředitel hovořil o několika nových příbězích v místním zpravodaji. Tři kamarádi dorazili před budovu, tam na ně volal přítel Ondřej a vítal je."
485,"Námět to byl výborný, ale realizace prý za ním výrazně pokulhávala. Představovali si, jak dobře posnídají, pokud bude nahoře ve středisku otevřeno. Svět se snad nezboří, jestli přijdou o tři minuty později."
486,"Ředitel přistoupil k pultu a řekl, aby přestali hovořit na poradě. Přes tři dny trvalo, a řemeslníci přestavěli celou střechu na budově. Přítel Jiří hovořil o výletu v říjnu, co se konal u řeky v Kolíně."
487,"Nepřítel byl v materiální přesile, ale tři chrabří bojovníci z elitní jednotky mu jeho záměr rázně překazili. Paní Zámecká hovořila před týdnem se zástupci sousedního domu, ale výsledek se prý rovnal nule."
488,"Předseda hovořil před celou třídou o příbězích, co prostudoval přes víkend. Ředitel řídil přestavbu přísně, aby stihli říjnový termín. Tři kamarádi dorazili k řece, tam na ně volal přítel s novým dřevěným plavidlem."
489,"Taky kopřivy mu mezi řeřichami vyrostly. Příběh, jaký dříve nesměl být zveřejněn, přetiskl říjnový Zpravodaj. Představení mělo veliký ohlas u kritiky, ale publiku zřejmě nic neříkalo. Tady pořád padá sníh."
490,"Přítel Ondřej prostudoval tři příběhy o řemeslníkovi z Kolína, co vyráběl krásná díla. Ředitel přikázal, aby řádně přestavěli dílnu před říjnem. Přes kopec vedly tři stezky, kudy chodívali řemeslníci na trh do města."
491,"Vyřadili celou řadu knih a neuvědomovali si přitom, jak je třeba za rok budou potřebovat. Tento výsledek je ale velmi nepřesný. V září uspořádají závody, na kterých se má představit domácí atletická elita."
492,"Hovořili o příbězích, co překvapily i ředitele místního závodu. Přes prázdniny přestavěli celou starou budovu, střechu opravili řemeslníci z Kolína. Přítel Jiří přinesl tři knihy, prostudoval je přes víkend a vrátil."
493,"Příspěvek pro nedělní přílohu bylo třeba zkrátit o třicet řádek. Nařídil jim, aby nastoupili do zaměstnání. Voda vařila, ale maso nechtělo pořádně změknout. Musí se dokonale soustředit, jinak by soupeře bodově nepředstihl."
494,"Ředitel hovořil před třídou o přípravách na říjnovou přehlídku výroby. Tři příběhy z historie kraje překvapily i předsedu výboru. Přes řeku vedl nový most, přestavěný řemeslníky z Kolína, pomáhal obci celý rok."
495,"Stále sice postupovali kupředu, ale nohy je pomalu přestávaly poslouchat. Rozhodně s ním odmítá hovořit, i kdyby se jí prý veřejně omluvil. Plameny se rychle přenesly do podkroví, snad za třicet vteřin hořela i střecha."
496,"Přítel Jiří a Ondřej hovořili o několika příbězích, prostudovali je v říjnu. Ředitel přísně řídil práci, aby přestavěli celou halu a stihli říjnový termín. Přes kopec vedly tři stezky k řece pod starým hradem."
497,"Známe překladatele, který plynně hovoří rusky, německy, italsky a řecky. Předlohu zákona prý schválili v září, zřejmě minulou středu. Vyřídila jste to výborně. Hospodaření podniku přineslo řediteli významná uznání."
498,"Přes celý říjnový den hovořili o příbězích z historie kraje na poradě. Ředitel přikázal, aby řemeslníci přestavěli střechu před zimou. Přítel Ondřej přinesl tři knihy, prostudoval je a předal do knihovny v centru města."
499,"Vyzařoval z ní optimismus, měla za sebou právě obě přijímací řízení. Bára trochu pookřála, ale pořád nebyla zdravotně v pořádku. V křoví spatřili drobná zvířátka, která se tam schovávala před dravými ptáky."
500,"Hovořili o příběhu ředitele, co řídil tři závody přes třicet let. Přes řeku vedl starý dřevěný most, přestavěný v říjnu řemeslníky. Přítel Jiří prostudoval tři knihy a překvapil tím celou třídu na poradě."
