lesson,content
188,Karel a Jaroslav protestovali na porade v podniku. Radka prodala prospekt. Ivan rok od roku kupoval vstupenku na karneval. Petra odjela.
189,Ivan prostudoval ten prospekt a prodal propisku. Karel odjel na poradu. Radka a Jaroslav kupovali vstupenku. Petra je doposud v kontaktu.
190,V VI. A propadli dva studenti. Rok od roku se projevoval pokles prodeje paliva. Dnes nastoupil ten korektor Rostislav Patera. Srovnali krok.
191,Karel a Radka protestovali rok od roku. Jaroslav si kupoval propisku v podniku. Ivan ten prospekt prodal. Petra odjela na poradu v srpnu.
192,Jaroslav a Ivan protestovali na porade. Karel prodal prospekt a propisku. Radka rok od roku kupovala vstupenku. Petra odjela na karneval.
193,Projektanti asi odeslali investorovi projekt rekonstrukce divadla. Ani si nepodali ruce. Ve skladu je tucet lavic. Plavci jedli ovoce.
194,Plavci jedli ovoce na lavici. Karel cestoval do divadla. Radka si koupila tucet ovoce. Cesta vedla od lesa k potoku.
195,Produkce ovoce poklesla rok od roku. Karel a Radka cestovali na karneval. Tucet lavic je ve skladu. Plavci jedli ovoce na ulici.
196,Poslanci CDU cestovali do Turecka. Produkce ovoce letos dokonce poklesla. Cukrovar v prosinci pracoval na sto procent. Tancovali spolu celou noc.
197,Karel cestoval do Turecka a koupil tucet ovoce. Radka a Petra jedli na lavici. Produkce rok od roku poklesla dokonce.
198,Ve skladu je tucet lavic od divadla. Karel a Radka cestovali celou noc. Plavci jedli ovoce u potoka. Produkce v prosinci poklesla.
199,Karel a Petra cestovali celou noc do Turecka. Plavci si sedli na lavici a jedli ovoce. Radka koupila tucet. Produkce dokonce poklesla.
200,Cesta do divadla vedla okolo lesa. Karel a Radka cestovali celou noc. Plavci si koupili tucet ovoce. Produkce dokonce poklesla.
